scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,std_dev,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_return,rari,net_return,fund_size_category,return_consistency,cluster,risk_cluster_label,investment_score,positive_1yr,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
AXIS Regular Saver Fund,1000,500,0.86,407.0,10,Devang Shah,2.42,1.34,4.69,0.71,1.37,4,Axis Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,1.8,10.9,7.0,7.324999999999999,1.56183368869936,6.464999999999999,Small (<500 Cr),68.92788307139324,1,⭐ High Return / Low Risk,32.9,True,585,528,339,False
AXIS Retirement Savings Fund,1000,5000,0.6,270.0,3,Jinesh Gopani,1.58,-4.95,13.43,0.85,0.79,6,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-1.3,13.6,8.9,8.504999999999999,0.633283693224125,7.904999999999999,Small (<500 Cr),65.87602817075575,1,⭐ High Return / Low Risk,25.34,False,754,493,660,False
AXIS Retirement Savings Fund,1000,5000,0.41,81.0,3,Jinesh Gopani,1.84,-0.04,5.69,0.83,1.04,5,Axis Mutual Fund,2,Solution Oriented,Retirement Funds,-2.5,10.3,8.9,7.109999999999999,1.2495606326889277,6.699999999999999,Small (<500 Cr),66.47241191380631,1,⭐ High Return / Low Risk,27.36,False,732,539,550,False
AXIS Retirement Savings Fund,1000,5000,0.65,633.0,3,Jinesh Gopani,1.56,-4.49,13.03,0.78,0.76,6,Axis Mutual Fund,1,Solution Oriented,Retirement Funds,-4.1,14.0,8.9,8.084999999999999,0.6204911742133538,7.434999999999999,Mid (500–5K Cr),64.1604163735971,1,⭐ High Return / Low Risk,24.85,False,760,504,669,False
AXIS Short Term Fund,1000,5000,0.3,7096.0,10,Devang Shah,2.78,4.6,1.61,1.78,1.38,3,Axis Mutual Fund,4,Debt,Short Duration Funds,4.9,6.9,7.4,6.725,4.1770186335403725,6.425,Large (5K–20K Cr),72.17045737543046,1,⭐ High Return / Low Risk,37.8,True,434,577,331,False
AXIS Small Cap Fund,500,500,0.54,11462.0,9,Anupam Tiwari,3.9,8.34,14.71,0.66,2.06,6,Axis Mutual Fund,5,Equity,Small Cap Mutual Funds,3.4,34.5,19.4,21.485,1.4605710401087697,20.945,Large (5K–20K Cr),57.94116276440511,0,📈 High Return / Moderate Risk,74.18,True,25,31,20,True
AXIS Strategic Bond Fund,1000,5000,0.39,1644.0,10,Devang Shah,2.27,2.56,1.89,0.7,1.46,4,Axis Mutual Fund,4,Debt,Medium Duration Funds,5.2,7.4,7.4,6.96,3.682539682539683,6.57,Mid (500–5K Cr),72.22316243874559,1,⭐ High Return / Low Risk,36.85,True,455,553,260,False
AXIS Treasury Advantage Fund,1000,5000,0.29,4614.0,10,Devang Shah,3.73,3.09,0.87,1.17,1.75,2,Axis Mutual Fund,4,Debt,Low Duration Funds,5.3,5.9,6.6,6.095,7.005747126436781,5.805,Mid (500–5K Cr),72.84269232109799,1,⭐ High Return / Low Risk,39.12,True,404,669,107,False
AXIS Triple Advantage Fund,1000,500,0.72,1478.0,10,R Sivakumar,2.35,-2.21,13.44,0.91,1.08,6,Axis Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,-5.1,18.1,10.4,9.995,0.7436755952380953,9.275,Mid (500–5K Cr),61.67681916265117,0,📈 High Return / Moderate Risk,30.58,False,647,455,534,False
AXIS Ultra Short Term Fund,1000,5000,0.31,4491.0,5,Aditya Pagaria,4.47,2.29,0.53,0.81,2.25,3,Axis Mutual Fund,4,Debt,Ultra Short Duration Funds,5.7,5.4,8.9,7.035,13.273584905660377,6.7250000000000005,Mid (500–5K Cr),71.55340176070257,1,⭐ High Return / Low Risk,43.51,True,318,545,6,False
Bandhan Asset Allocation FoF – Moderate – Direct Growth,100,1000,0.42,16.0,10,Sachin Relekar,2.27,0.73,6.59,0.43,1.31,5,Bandhan Mutual Fund,0,Other,FoFs Domestic,1.3,12.7,6.9,7.81,1.1851289833080425,7.39,Small (<500 Cr),67.79304064080124,1,⭐ High Return / Low Risk,38.6,True,414,510,375,False
Bandhan FTP – Sr.179,0,5000,0.05,286.0,4,Harshal Joshi,0.9,9.78,3.98,5.4,0.64,3,Bandhan Mutual Fund,0,Debt,Fixed Maturity Plans,4.4,6.2,8.9,7.055,1.7726130653266332,7.005,Small (<500 Cr),71.22838270038153,1,⭐ High Return / Low Risk,37.05,True,449,544,691,False
Bank of India Arbitrage Fund,1000,5000,0.98,12.0,5,Alok Singh,-1.14,0.24,0.6,0.52,-0.78,1,Bank of India Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,4.2,3.4,8.9,6.035,10.058333333333334,5.055,Small (<500 Cr),70.52180143934203,1,⭐ High Return / Low Risk,17.39,True,810,676,813,False
Bank of India Balanced Advantage Fund,1000,5000,2.07,90.0,9,Alok Singh,1.81,-1.05,11.04,0.54,0.81,6,Bank of India Mutual Fund,2,Hybrid,Dynamic Asset Allocation or Balanced Advantage,13.6,12.1,5.1,9.25,0.8378623188405798,7.18,Small (<500 Cr),68.95644716802403,1,⭐ High Return / Low Risk,19.11,True,801,470,657,False
Bank of India Conservative Hybrid Fund,1000,10000,2.2,63.0,10,Alok Singh,4.71,6.44,11.85,0.64,0.93,3,Bank of India Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,22.3,15.5,6.4,12.765,1.077215189873418,10.565,Small (<500 Cr),65.51565584187236,0,📈 High Return / Moderate Risk,29.16,True,688,336,611,False
Bank of India Credit Risk Fund,0,5000,1.54,161.0,8,Alok Singh,0.91,-13.36,77.72,-31.86,0.38,4,Bank of India Mutual Fund,5,Debt,Credit Risk Funds,130.8,12.8,-4.1,28.795000000000005,0.3704966546577458,27.25500000000001,Small (<500 Cr),0.0,0,📈 High Return / Moderate Risk,33.65,True,559,4,749,False
Bank of India Large & Mid Cap Equity Fund,1000,5000,1.89,204.0,10,Nitin Gosar,2.66,1.7,15.55,0.88,1.4,6,Bank of India Mutual Fund,2,Equity,Large & Mid Cap Funds,2.7,25.6,9.5,13.775,0.8858520900321544,11.885,Small (<500 Cr),61.73280583189553,0,📈 High Return / Moderate Risk,38.49,True,418,275,304,False
Bank of India Liquid Fund,0,5000,0.18,403.0,10,Mithraem Bharucha,4.06,1.38,0.38,0.76,0.92,2,Bank of India Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.3,5.3,5.029999999999999,13.236842105263156,4.85,Small (<500 Cr),72.77222277586996,1,⭐ High Return / Low Risk,33.54,True,561,777,618,False
Bank of India Manufacturing & Infrastr Fund,1000,5000,1.55,87.0,10,Nitin Gosar,3.23,12.2,16.3,0.54,1.8,6,Bank of India Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.6,35.4,11.5,19.085,1.1708588957055213,17.534999999999997,Small (<500 Cr),58.44197650295063,0,📈 High Return / Moderate Risk,61.74,True,81,78,87,False
Bank of India Mid & Small Cap Equity & Debt Fund,1000,5000,1.92,380.0,7,Alok Singh,2.56,10.87,15.51,0.75,1.59,6,Bank of India Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,-0.3,29.3,10.4,14.875,0.9590586718246292,12.955,Small (<500 Cr),58.5052266351123,0,📈 High Return / Moderate Risk,37.97,False,429,217,170,False
Bank of India Midcap Tax Fund,0,500,0.95,51.0,5,Dhruv Bhatia,2.64,3.13,17.03,0.87,1.38,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.1,27.1,10.6,13.435,0.7889019377568994,12.485,Small (<500 Cr),57.88468158376848,0,📈 High Return / Moderate Risk,39.92,False,387,287,331,False
Bank of India Midcap Tax Fund,0,500,0.56,26.0,4,Dhruv Bhatia,2.65,2.58,16.94,0.87,1.36,6,Bank of India Mutual Fund,0,Equity,ELSS Mutual Funds,-4.7,26.0,8.9,12.165,0.7181227863046044,11.605,Small (<500 Cr),58.1101170689692,0,📈 High Return / Moderate Risk,41.39,False,355,356,344,False
Bank of India Overnight Fund,0,5000,0.17,82.0,3,Mithraem Bharucha,1.92,0.76,0.34,0.47,0.39,1,Bank of India Mutual Fund,5,Debt,Overnight Mutual Funds,5.5,4.0,8.9,6.505,19.132352941176467,6.335,Small (<500 Cr),70.98268902327602,1,⭐ High Return / Low Risk,32.53,True,596,600,744,False
Bank of India Short Term Income – Direct Growth,1000,5000,0.98,72.0,10,Mithraem Bharucha,0.76,3.58,11.44,-0.99,0.43,2,Bank of India Mutual Fund,5,Debt,Short Duration Funds,28.3,8.8,4.0,10.54,0.9213286713286716,9.56,Small (<500 Cr),60.62360109902261,1,⭐ High Return / Low Risk,27.68,True,723,434,736,False
Bank of India Small Cap Fund,1000,5000,1.52,414.0,4,Dhruv Bhatia,4.16,8.58,18.44,0.81,1.93,6,Bank of India Mutual Fund,4,Equity,Small Cap Mutual Funds,-1.0,47.7,8.9,20.5,1.1117136659436009,18.98,Small (<500 Cr),47.75380441575045,0,📈 High Return / Moderate Risk,55.82,False,141,46,44,False
Bank of India Tax Advantage Fund,500,500,1.31,676.0,10,Alok Singh,2.88,3.48,16.3,0.89,1.5,6,Bank of India Mutual Fund,4,Equity,ELSS Mutual Funds,0.9,29.0,13.2,16.269999999999996,0.9981595092024536,14.959999999999996,Mid (500–5K Cr),59.4070512883121,0,📈 High Return / Moderate Risk,51.01,True,207,163,232,False
Bank of India Ultra Short Duration Fund,1000,5000,0.36,118.0,10,Mithraem Bharucha,2.16,2.06,0.52,1.12,1.07,3,Bank of India Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.7,5.7,5.25,10.096153846153843,4.89,Small (<500 Cr),72.99333303096276,1,⭐ High Return / Low Risk,32.56,True,595,752,541,False
Baroda BNP Paribas Aggressive Hybrid Fund,300,5000,0.61,772.0,6,Jitendra Sriram,2.79,1.88,11.77,0.79,1.39,6,Baroda BNP Paribas Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,3.5,20.6,13.3,13.895,1.1805437553101104,13.285,Mid (500–5K Cr),64.9129290000716,0,📈 High Return / Moderate Risk,48.9,True,234,269,318,False
Baroda BNP Paribas Arbitrage Fund,300,5000,0.49,354.0,6,Neeraj Saxena,0.99,1.39,0.71,0.59,0.85,1,Baroda BNP Paribas Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.2,4.6,5.6,5.17,7.281690140845071,4.68,Small (<500 Cr),72.99001073527805,1,⭐ High Return / Low Risk,28.48,True,707,758,643,False
Baroda BNP Paribas Balanced Advantage Fund,500,5000,0.64,3123.0,4,Sanjay Chawla,3.41,2.61,10.57,0.7,1.46,6,Baroda BNP Paribas Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.7,19.8,8.9,11.675,1.1045411542100283,11.035,Mid (500–5K Cr),65.27688611030418,0,📈 High Return / Moderate Risk,46.74,True,270,375,260,False
Baroda BNP Paribas Banking & PSU Bond Fund,500,5000,0.39,40.0,2,Prashant Pimple,2.87,1.855,12.3,0.86,1.29,2,Baroda BNP Paribas Mutual Fund,2,Debt,Banking and PSU Mutual Funds,2.5,18.5,8.9,10.98,0.8926829268292683,10.59,Small (<500 Cr),65.4401763000073,0,📈 High Return / Moderate Risk,46.33,True,279,420,396,False
Baroda BNP Paribas Banking&Fin Serv Fund,500,5000,1.63,69.0,10,Miten Vora,1.77,-2.87,22.87,0.89,0.82,6,Baroda BNP Paribas Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,6.6,19.2,9.1,12.134999999999998,0.5306077831219937,10.505,Small (<500 Cr),66.82225115968181,0,📈 High Return / Moderate Risk,29.09,True,690,357,653,False
Baroda BNP Paribas Conservative Hybrid Fund,300,1000,0.78,501.0,10,Pratish Krishnan,2.74,0.64,3.7,0.58,1.29,4,Baroda BNP Paribas Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,3.7,9.2,7.7,7.425000000000001,2.006756756756757,6.6450000000000005,Mid (500–5K Cr),70.6502126794241,1,⭐ High Return / Low Risk,31.89,True,610,522,396,False
Baroda BNP Paribas Corporate Bond Fund,300,5000,0.32,17.0,10,Mayank Prakash,0.63,0.69,2.22,0.9,0.43,2,Baroda BNP Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,5.6,4.4,4.5,2.0270270270270268,4.18,Small (<500 Cr),72.08857919724906,1,⭐ High Return / Low Risk,25.89,True,750,801,736,False
Baroda BNP Paribas Credit Risk Fund,500,5000,0.78,179.0,8,Prashant Pimple,1.9,1.72,5.8,-3.29,1.06,4,Baroda BNP Paribas Mutual Fund,5,Debt,Credit Risk Funds,5.7,10.9,7.6,8.375,1.4439655172413794,7.595,Small (<500 Cr),70.8621102480473,1,⭐ High Return / Low Risk,32.81,True,588,494,543,False
Baroda BNP Paribas Dynamic Bond Fund,300,1000,0.71,115.0,10,Mayank Prakash,0.56,0.91,2.65,1.36,0.49,3,Baroda BNP Paribas Mutual Fund,2,Debt,Dynamic Bond,5.2,5.7,6.6,6.005,2.2660377358490567,5.295,Small (<500 Cr),72.783873142503,1,⭐ High Return / Low Risk,23.71,True,771,680,716,False
Baroda BNP Paribas ELSS Fund,500,500,1.12,651.0,10,Sanjay Chawla,2.92,-0.94,14.42,0.83,1.29,6,Baroda BNP Paribas Mutual Fund,3,Equity,ELSS Mutual Funds,-2.4,20.4,10.5,11.384999999999998,0.7895284327323161,10.264999999999995,Mid (500–5K Cr),62.06048561660442,0,📈 High Return / Moderate Risk,31.09,False,630,397,396,False
Baroda BNP Paribas Equity Savings Fund,500,5000,1.45,250.0,4,Pratish Krishnan,2.42,0.25,4.91,0.73,1.12,4,Baroda BNP Paribas Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.7,9.8,8.9,8.175,1.664969450101833,6.7250000000000005,Small (<500 Cr),70.20041132929214,1,⭐ High Return / Low Risk,24.38,True,764,502,514,False
Baroda BNP Paribas Focused Fund,300,5000,0.67,299.0,5,Sanjay Chawla,2.96,-1.21,14.73,0.85,1.27,6,Baroda BNP Paribas Mutual Fund,3,Equity,Focused Funds,0.5,23.1,9.9,12.64,0.858112695179905,11.97,Small (<500 Cr),62.14021304862604,0,📈 High Return / Moderate Risk,46.56,True,274,339,442,False
Baroda BNP Paribas Gilt Fund,500,5000,0.14,138.0,10,Mayank Prakash,0.34,0.07,2.89,0.66,0.28,3,Baroda BNP Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,4.9,6.8,5.515000000000001,1.908304498269896,5.375000000000001,Small (<500 Cr),71.93021648593698,1,⭐ High Return / Low Risk,26.94,True,737,727,761,False
Baroda BNP Paribas India Consumption Fund,300,5000,0.81,880.0,5,Shiv Chanani,3.08,2.41,13.62,0.71,1.38,6,Baroda BNP Paribas Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,5.2,23.3,8.9,13.2,0.9691629955947136,12.39,Mid (500–5K Cr),63.9307322689664,0,📈 High Return / Moderate Risk,48.17,True,251,300,331,False
Baroda BNP Paribas Large Cap Fund,300,5000,0.94,1347.0,10,Jitendra Sriram,2.71,-0.18,14.57,0.86,1.32,6,Baroda BNP Paribas Mutual Fund,4,Equity,Large Cap Mutual Funds,3.0,23.5,12.8,14.585,1.0010295126973232,13.645,Mid (500–5K Cr),63.24004087673249,0,📈 High Return / Moderate Risk,46.58,True,272,236,371,False
Baroda BNP Paribas Liquid Fund,500,5000,0.19,6686.0,10,Vikram Pamnani,4.11,1.32,0.38,0.72,0.93,2,Baroda BNP Paribas Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.4,5.4,5.11,13.447368421052632,4.92,Large (5K–20K Cr),72.81264710240735,1,⭐ High Return / Low Risk,33.68,True,557,762,611,False
Baroda BNP Paribas Low Duration Fund,300,5000,0.39,175.0,10,Mayank Prakash,2.55,3.17,0.96,1.28,1.51,3,Baroda BNP Paribas Mutual Fund,3,Debt,Low Duration Funds,5.0,6.0,6.5,6.025,6.276041666666667,5.635000000000001,Small (<500 Cr),72.72957041513679,1,⭐ High Return / Low Risk,36.3,True,469,678,221,False
Baroda BNP Paribas Medium Duration Fund,300,5000,0.69,37.0,9,Mayank Prakash,0.42,0.42,2.34,1.16,0.32,3,Baroda BNP Paribas Mutual Fund,2,Debt,Medium Duration Funds,3.9,5.0,3.5,4.105,1.7542735042735045,3.4150000000000005,Small (<500 Cr),72.71658768444736,1,⭐ High Return / Low Risk,20.18,True,794,805,759,False
Baroda BNP Paribas Mid Cap Fund,300,5000,0.59,1192.0,10,Shiv Chanani,3.35,1.31,15.92,0.86,1.67,6,Baroda BNP Paribas Mutual Fund,3,Equity,Mid Cap Mutual Funds,2.4,30.6,13.6,17.31,1.0873115577889447,16.72,Mid (500–5K Cr),59.2942720291453,0,📈 High Return / Moderate Risk,61.01,True,89,126,137,False
Baroda BNP Paribas Money Market Fund,500,5000,0.2,111.0,4,Vikram Pamnani,0.91,1.72,0.46,1.15,0.38,2,Baroda BNP Paribas Mutual Fund,2,Debt,Money Market Funds,5.0,4.1,8.9,6.44,13.999999999999998,6.239999999999999,Small (<500 Cr),70.94186286652814,1,⭐ High Return / Low Risk,31.26,True,628,626,749,False
Baroda BNP Paribas Multi Cap Fund,500,5000,1.1,1628.0,10,Sanjay Chawla,3.05,2.11,16.27,0.9,1.44,6,Baroda BNP Paribas Mutual Fund,2,Equity,Multi Cap Funds,-1.7,28.8,12.3,15.275,0.9388444990780578,14.175,Mid (500–5K Cr),58.22626607842295,0,📈 High Return / Moderate Risk,40.93,False,367,197,272,False
Baroda BNP Paribas Overnight Fund,500,5000,0.08,423.0,4,Vikram Pamnani,0.32,0.62,0.34,0.45,0.05,1,Baroda BNP Paribas Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,6.45,18.97058823529412,6.37,Small (<500 Cr),70.92753231123932,1,⭐ High Return / Low Risk,31.05,True,632,610,783,False
Baroda BNP Paribas Short Duration Fund,500,5000,0.37,235.0,10,Prashant Pimple,1.23,3.6,1.75,1.55,0.88,3,Baroda BNP Paribas Mutual Fund,3,Debt,Short Duration Funds,4.2,5.7,6.7,5.85,3.3428571428571425,5.48,Small (<500 Cr),72.23502729175097,1,⭐ High Return / Low Risk,31.37,True,625,695,633,False
Baroda BNP Paribas Ultra Short Duration Fund,500,5000,0.22,560.0,5,Vikram Pamnani,3.14,2.59,0.53,1.24,1.77,2,Baroda BNP Paribas Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,5.1,8.9,6.93,13.075471698113208,6.71,Mid (500–5K Cr),71.45045923815681,1,⭐ High Return / Low Risk,41.6,True,351,556,98,False
BHARAT Bond FOF – April 2025 – Direct Growth,500,1000,0.06,3912.0,3,Dhawal Dalal,2.87,1.855,12.3,0.86,1.29,2,Edelweiss Mutual Fund,2,Other,FoFs Domestic,2.6,18.5,8.9,11.0,0.8943089430894309,10.94,Mid (500–5K Cr),65.48646098252837,0,📈 High Return / Moderate Risk,49.89,True,218,419,396,False
Canara Robeco Bluechip Equity Fund,1000,5000,0.48,8672.0,10,Shridatta Bhandwaldar,3.07,0.16,14.97,0.89,1.35,6,Canara Robeco Mutual Fund,5,Equity,Large Cap Mutual Funds,1.7,24.3,14.4,15.325,1.0237140948563794,14.845,Large (5K–20K Cr),62.16446136016812,0,📈 High Return / Moderate Risk,53.16,True,179,196,353,False
Canara Robeco Conservative Hybrid Fund,1000,5000,0.57,1069.0,10,Avnish Jain,3.41,2.59,3.98,0.6,1.74,4,Canara Robeco Mutual Fund,5,Hybrid,Conservative Hybrid Mutual Funds,3.8,11.4,9.4,8.98,2.256281407035176,8.41,Mid (500–5K Cr),69.55378991024432,1,⭐ High Return / Low Risk,41.13,True,360,485,113,False
Canara Robeco Consumer Trends Fund,1000,5000,1.0,935.0,10,Shridatta Bhandwaldar,3.47,4.63,14.66,0.74,1.48,6,Canara Robeco Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,7.1,26.7,15.1,17.56,1.1978171896316507,16.56,Mid (500–5K Cr),63.63838503515883,0,📈 High Return / Moderate Risk,54.34,True,163,121,241,False
Canara Robeco Corporate Bond Fund,1000,5000,0.39,191.0,9,Avnish Jain,1.35,1.33,1.81,0.77,0.85,2,Canara Robeco Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.0,6.0,6.7,5.914999999999999,3.267955801104972,5.525,Small (<500 Cr),72.09214306049718,1,⭐ High Return / Low Risk,30.15,True,658,685,643,False
Canara Robeco Dynamic Bond Fund,1000,5000,0.66,116.0,10,Kunal Jain,0.64,0.74,2.17,1.02,0.47,3,Canara Robeco Mutual Fund,3,Debt,Dynamic Bond,4.7,5.3,6.6,5.765,2.6566820276497696,5.105,Small (<500 Cr),72.52207954534053,1,⭐ High Return / Low Risk,23.63,True,773,708,722,False
Canara Robeco Emerging Equities – Direct Growth,1000,5000,0.6,15261.0,10,Shridatta Bhandwaldar,3.36,2.48,15.69,0.89,1.47,6,Canara Robeco Mutual Fund,3,Equity,Large & Mid Cap Funds,-0.2,27.0,12.6,15.08,0.9611217335882728,14.48,Large (5K–20K Cr),59.88549215397815,0,📈 High Return / Moderate Risk,44.36,False,308,208,248,False
Canara Robeco Equity Hybrid Fund,1000,5000,0.63,8235.0,10,Shridatta Bhandwaldar,3.25,1.49,11.27,0.78,1.4,6,Canara Robeco Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.8,20.1,12.2,12.885000000000002,1.143300798580302,12.255,Large (5K–20K Cr),64.31491631927804,0,📈 High Return / Moderate Risk,47.27,True,264,327,304,False
Canara Robeco Equity Tax Saver Fund,500,500,0.64,4685.0,10,Vishal Mishra,3.08,2.7,15.37,0.87,1.51,6,Canara Robeco Mutual Fund,5,Equity,ELSS Mutual Funds,1.2,27.7,15.5,16.91,1.100195185426155,16.27,Mid (500–5K Cr),60.22947235618183,0,📈 High Return / Moderate Risk,57.61,True,116,140,221,False
Canara Robeco Flexi Cap Fund,1000,5000,0.55,8630.0,10,Shridatta Bhandwaldar,2.84,0.32,14.9,0.87,1.39,6,Canara Robeco Mutual Fund,4,Equity,Flexi Cap Funds,-0.9,24.8,13.8,14.71,0.987248322147651,14.16,Large (5K–20K Cr),60.59901903861197,0,📈 High Return / Moderate Risk,42.02,False,345,227,318,False
Canara Robeco Gilt Fund,1000,5000,0.54,80.0,10,Kunal Jain,0.55,0.47,2.52,0.55,0.43,3,Canara Robeco Mutual Fund,3,Debt,Gilt Mutual Funds,4.3,5.1,7.0,5.795,2.2996031746031744,5.255,Small (<500 Cr),72.10649009344844,1,⭐ High Return / Low Risk,24.32,True,765,704,736,False
Canara Robeco Income Fund,1000,5000,0.75,125.0,10,Avnish Jain,0.69,0.87,2.74,1.32,0.45,3,Canara Robeco Mutual Fund,3,Debt,Medium to Long Duration Funds,3.9,5.8,7.0,5.959999999999999,2.175182481751824,5.209999999999999,Small (<500 Cr),71.93021648593698,1,⭐ High Return / Low Risk,23.0,True,777,683,729,False
Canara Robeco Infrastructure – Direct Growth,1000,5000,1.32,247.0,10,Shridatta Bhandwaldar,3.99,10.9,16.53,0.59,1.8,6,Canara Robeco Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,13.7,34.9,12.2,20.445,1.2368421052631575,19.125,Small (<500 Cr),60.798320887079896,0,📈 High Return / Moderate Risk,64.52,True,60,47,87,False
Canara Robeco Liquid Fund,1000,5000,0.11,2548.0,10,Kunal Jain,3.04,1.07,0.39,0.66,0.47,2,Canara Robeco Mutual Fund,2,Debt,Liquid Mutual Funds,5.6,4.1,5.1,4.85,12.435897435897434,4.739999999999999,Mid (500–5K Cr),72.72957041513679,1,⭐ High Return / Low Risk,30.64,True,645,791,722,False
Canara Robeco Overnight Fund,0,5000,0.1,216.0,4,Suman Prasad,0.03,0.61,0.34,0.45,0.0,1,Canara Robeco Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,8.9,6.43,18.91176470588235,6.33,Small (<500 Cr),70.91392741467568,1,⭐ High Return / Low Risk,30.46,True,652,627,793,False
Canara Robeco Savings Fund,1000,5000,0.31,1003.0,10,Kunal Jain,2.24,2.64,0.77,1.33,1.12,2,Canara Robeco Mutual Fund,2,Debt,Low Duration Funds,5.0,5.2,5.9,5.475,7.11038961038961,5.165,Mid (500–5K Cr),73.0207514683375,1,⭐ High Return / Low Risk,33.47,True,564,730,514,False
Canara Robeco Short Duration Fund,1000,5000,0.47,520.0,10,Suman Prasad,1.68,3.98,1.59,1.95,0.87,2,Canara Robeco Mutual Fund,3,Debt,Short Duration Funds,4.1,5.9,6.5,5.8100000000000005,3.6540880503144657,5.340000000000001,Mid (500–5K Cr),72.24433343128308,1,⭐ High Return / Low Risk,30.59,True,646,702,640,False
Canara Robeco Small Cap Fund,1000,5000,0.47,4831.0,4,Shridatta Bhandwaldar,4.62,12.23,17.75,0.79,2.17,6,Canara Robeco Mutual Fund,5,Equity,Small Cap Mutual Funds,-0.6,51.8,8.9,22.015,1.2402816901408449,21.545,Mid (500–5K Cr),45.57553703390502,0,📈 High Return / Moderate Risk,68.66,False,45,23,9,True
Canara Robeco Ultra Short Term Fund,500,500,0.4,565.0,10,Suman Prasad,2.11,1.82,0.51,1.04,0.84,2,Canara Robeco Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,4.5,5.3,5.0,9.803921568627452,4.6,Mid (500–5K Cr),73.0574431366087,1,⭐ High Return / Low Risk,30.04,True,660,786,647,False
DSP Arbitrage Fund,500,500,0.35,1238.0,5,Kedar Karnik,1.08,1.45,0.72,0.64,0.82,1,DSP Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.6,4.6,5.4,5.16,7.166666666666667,4.8100000000000005,Mid (500–5K Cr),72.96418276874984,1,⭐ High Return / Low Risk,29.78,True,673,760,653,False
DSP Banking & Psu Debt Fund,500,500,0.33,2463.0,10,Vikram Chopra,1.59,4.78,1.87,2.4,0.84,2,DSP Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.4,6.9,6.1450000000000005,3.286096256684492,5.815,Mid (500–5K Cr),71.94306423706496,1,⭐ High Return / Low Risk,32.85,True,586,668,647,False
DSP Bond Fund,500,500,0.39,333.0,10,Vivek Ramakrishnan,0.98,1.17,2.36,1.02,0.62,3,DSP Mutual Fund,3,Debt,Medium Duration Funds,3.8,6.1,4.9,5.1,2.1610169491525424,4.71,Small (<500 Cr),72.34297076918027,1,⭐ High Return / Low Risk,27.57,True,729,764,698,False
