fund_id,scheme_name,amc_name,category,sub_category,risk_level,risk_cluster_label,cluster,rating,fund_manager,returns_1yr,returns_3yr,returns_5yr,composite_return,net_return,expense_ratio,sharpe,alpha,beta,std_dev,rari,fund_size_cr,fund_size_category,min_sip,min_lumpsum,investment_score,return_consistency,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
77,AXIS Retirement Savings Fund,Axis Mutual Fund,Solution Oriented,Retirement Funds,5,⭐ High Return / Low Risk,1,2,Jinesh Gopani,-2.5,10.3,8.9,7.109999999999999,6.699999999999999,0.41,1.04,-0.04,0.83,5.69,1.2495606326889277,81.0,Small (<500 Cr),1000,5000,27.36,66.47241191380631,732,539,550,False
78,AXIS Retirement Savings Fund,Axis Mutual Fund,Solution Oriented,Retirement Funds,6,⭐ High Return / Low Risk,1,1,Jinesh Gopani,-4.1,14.0,8.9,8.084999999999999,7.434999999999999,0.65,0.76,-4.49,0.78,13.03,0.6204911742133538,633.0,Mid (500–5K Cr),1000,5000,24.85,64.1604163735971,760,504,669,False
79,AXIS Short Term Fund,Axis Mutual Fund,Debt,Short Duration Funds,3,⭐ High Return / Low Risk,1,4,Devang Shah,4.9,6.9,7.4,6.725,6.425,0.3,1.38,4.6,1.78,1.61,4.1770186335403725,7096.0,Large (5K–20K Cr),1000,5000,37.8,72.17045737543046,434,577,331,False
80,AXIS Small Cap Fund,Axis Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Anupam Tiwari,3.4,34.5,19.4,21.485,20.945,0.54,2.06,8.34,0.66,14.71,1.4605710401087697,11462.0,Large (5K–20K Cr),500,500,74.18,57.94116276440511,25,31,20,True
81,AXIS Strategic Bond Fund,Axis Mutual Fund,Debt,Medium Duration Funds,4,⭐ High Return / Low Risk,1,4,Devang Shah,5.2,7.4,7.4,6.96,6.57,0.39,1.46,2.56,0.7,1.89,3.682539682539683,1644.0,Mid (500–5K Cr),1000,5000,36.85,72.22316243874559,455,553,260,False
82,AXIS Treasury Advantage Fund,Axis Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,4,Devang Shah,5.3,5.9,6.6,6.095,5.805,0.29,1.75,3.09,1.17,0.87,7.005747126436781,4614.0,Mid (500–5K Cr),1000,5000,39.12,72.84269232109799,404,669,107,False
83,AXIS Triple Advantage Fund,Axis Mutual Fund,Hybrid,Multi Asset Allocation Mutual Funds,6,📈 High Return / Moderate Risk,0,2,R Sivakumar,-5.1,18.1,10.4,9.995,9.275,0.72,1.08,-2.21,0.91,13.44,0.7436755952380953,1478.0,Mid (500–5K Cr),1000,500,30.58,61.67681916265117,647,455,534,False
84,AXIS Ultra Short Term Fund,Axis Mutual Fund,Debt,Ultra Short Duration Funds,3,⭐ High Return / Low Risk,1,4,Aditya Pagaria,5.7,5.4,8.9,7.035,6.7250000000000005,0.31,2.25,2.29,0.81,0.53,13.273584905660377,4491.0,Mid (500–5K Cr),1000,5000,43.51,71.55340176070257,318,545,6,False
85,Bandhan Asset Allocation FoF – Moderate – Direct Growth,Bandhan Mutual Fund,Other,FoFs Domestic,5,⭐ High Return / Low Risk,1,0,Sachin Relekar,1.3,12.7,6.9,7.81,7.39,0.42,1.31,0.73,0.43,6.59,1.1851289833080425,16.0,Small (<500 Cr),100,1000,38.6,67.79304064080124,414,510,375,False
86,Bandhan FTP – Sr.179,Bandhan Mutual Fund,Debt,Fixed Maturity Plans,3,⭐ High Return / Low Risk,1,0,Harshal Joshi,4.4,6.2,8.9,7.055,7.005,0.05,0.64,9.78,5.4,3.98,1.7726130653266332,286.0,Small (<500 Cr),0,5000,37.05,71.22838270038153,449,544,691,False
87,Bank of India Arbitrage Fund,Bank of India Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,1,Alok Singh,4.2,3.4,8.9,6.035,5.055,0.98,-0.78,0.24,0.52,0.6,10.058333333333334,12.0,Small (<500 Cr),1000,5000,17.39,70.52180143934203,810,676,813,False
88,Bank of India Balanced Advantage Fund,Bank of India Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,⭐ High Return / Low Risk,1,2,Alok Singh,13.6,12.1,5.1,9.25,7.18,2.07,0.81,-1.05,0.54,11.04,0.8378623188405798,90.0,Small (<500 Cr),1000,5000,19.11,68.95644716802403,801,470,657,False
89,Bank of India Conservative Hybrid Fund,Bank of India Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,3,📈 High Return / Moderate Risk,0,4,Alok Singh,22.3,15.5,6.4,12.765,10.565,2.2,0.93,6.44,0.64,11.85,1.077215189873418,63.0,Small (<500 Cr),1000,10000,29.16,65.51565584187236,688,336,611,False
90,Bank of India Credit Risk Fund,Bank of India Mutual Fund,Debt,Credit Risk Funds,4,📈 High Return / Moderate Risk,0,5,Alok Singh,130.8,12.8,-4.1,28.795000000000005,27.25500000000001,1.54,0.38,-13.36,-31.86,77.72,0.3704966546577458,161.0,Small (<500 Cr),0,5000,33.65,0.0,559,4,749,False
91,Bank of India Large & Mid Cap Equity Fund,Bank of India Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,2,Nitin Gosar,2.7,25.6,9.5,13.775,11.885,1.89,1.4,1.7,0.88,15.55,0.8858520900321544,204.0,Small (<500 Cr),1000,5000,38.49,61.73280583189553,418,275,304,False
92,Bank of India Liquid Fund,Bank of India Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,4,Mithraem Bharucha,5.7,4.3,5.3,5.029999999999999,4.85,0.18,0.92,1.38,0.76,0.38,13.236842105263156,403.0,Small (<500 Cr),0,5000,33.54,72.77222277586996,561,777,618,False
93,Bank of India Manufacturing & Infrastr Fund,Bank of India Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Nitin Gosar,7.6,35.4,11.5,19.085,17.534999999999997,1.55,1.8,12.2,0.54,16.3,1.1708588957055213,87.0,Small (<500 Cr),1000,5000,61.74,58.44197650295063,81,78,87,False
94,Bank of India Mid & Small Cap Equity & Debt Fund,Bank of India Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Alok Singh,-0.3,29.3,10.4,14.875,12.955,1.92,1.59,10.87,0.75,15.51,0.9590586718246292,380.0,Small (<500 Cr),1000,5000,37.97,58.5052266351123,429,217,170,False
95,Bank of India Midcap Tax Fund,Bank of India Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Dhruv Bhatia,-4.1,27.1,10.6,13.435,12.485,0.95,1.38,3.13,0.87,17.03,0.7889019377568994,51.0,Small (<500 Cr),0,500,39.92,57.88468158376848,387,287,331,False
96,Bank of India Midcap Tax Fund,Bank of India Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Dhruv Bhatia,-4.7,26.0,8.9,12.165,11.605,0.56,1.36,2.58,0.87,16.94,0.7181227863046044,26.0,Small (<500 Cr),0,500,41.39,58.1101170689692,355,356,344,False
97,Bank of India Overnight Fund,Bank of India Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,5,Mithraem Bharucha,5.5,4.0,8.9,6.505,6.335,0.17,0.39,0.76,0.47,0.34,19.132352941176467,82.0,Small (<500 Cr),0,5000,32.53,70.98268902327602,596,600,744,False
98,Bank of India Short Term Income – Direct Growth,Bank of India Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,5,Mithraem Bharucha,28.3,8.8,4.0,10.54,9.56,0.98,0.43,3.58,-0.99,11.44,0.9213286713286716,72.0,Small (<500 Cr),1000,5000,27.68,60.62360109902261,723,434,736,False
99,Bank of India Small Cap Fund,Bank of India Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Dhruv Bhatia,-1.0,47.7,8.9,20.5,18.98,1.52,1.93,8.58,0.81,18.44,1.1117136659436009,414.0,Small (<500 Cr),1000,5000,55.82,47.75380441575045,141,46,44,False
100,Bank of India Tax Advantage Fund,Bank of India Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Alok Singh,0.9,29.0,13.2,16.269999999999996,14.959999999999996,1.31,1.5,3.48,0.89,16.3,0.9981595092024536,676.0,Mid (500–5K Cr),500,500,51.01,59.4070512883121,207,163,232,False
101,Bank of India Ultra Short Duration Fund,Bank of India Mutual Fund,Debt,Ultra Short Duration Funds,3,⭐ High Return / Low Risk,1,2,Mithraem Bharucha,5.2,4.7,5.7,5.25,4.89,0.36,1.07,2.06,1.12,0.52,10.096153846153843,118.0,Small (<500 Cr),1000,5000,32.56,72.99333303096276,595,752,541,False
102,Baroda BNP Paribas Aggressive Hybrid Fund,Baroda BNP Paribas Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Jitendra Sriram,3.5,20.6,13.3,13.895,13.285,0.61,1.39,1.88,0.79,11.77,1.1805437553101104,772.0,Mid (500–5K Cr),300,5000,48.9,64.9129290000716,234,269,318,False
103,Baroda BNP Paribas Arbitrage Fund,Baroda BNP Paribas Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,3,Neeraj Saxena,5.2,4.6,5.6,5.17,4.68,0.49,0.85,1.39,0.59,0.71,7.281690140845071,354.0,Small (<500 Cr),300,5000,28.48,72.99001073527805,707,758,643,False
104,Baroda BNP Paribas Balanced Advantage Fund,Baroda BNP Paribas Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,📈 High Return / Moderate Risk,0,4,Sanjay Chawla,3.7,19.8,8.9,11.675,11.035,0.64,1.46,2.61,0.7,10.57,1.1045411542100283,3123.0,Mid (500–5K Cr),500,5000,46.74,65.27688611030418,270,375,260,False
105,Baroda BNP Paribas Banking & PSU Bond Fund,Baroda BNP Paribas Mutual Fund,Debt,Banking and PSU Mutual Funds,2,📈 High Return / Moderate Risk,0,2,Prashant Pimple,2.5,18.5,8.9,10.98,10.59,0.39,1.29,1.855,0.86,12.3,0.8926829268292683,40.0,Small (<500 Cr),500,5000,46.33,65.4401763000073,279,420,396,False
106,Baroda BNP Paribas Banking&Fin Serv Fund,Baroda BNP Paribas Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Miten Vora,6.6,19.2,9.1,12.134999999999998,10.505,1.63,0.82,-2.87,0.89,22.87,0.5306077831219937,69.0,Small (<500 Cr),500,5000,29.09,66.82225115968181,690,357,653,False
107,Baroda BNP Paribas Conservative Hybrid Fund,Baroda BNP Paribas Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,⭐ High Return / Low Risk,1,4,Pratish Krishnan,3.7,9.2,7.7,7.425000000000001,6.6450000000000005,0.78,1.29,0.64,0.58,3.7,2.006756756756757,501.0,Mid (500–5K Cr),300,1000,31.89,70.6502126794241,610,522,396,False
108,Baroda BNP Paribas Corporate Bond Fund,Baroda BNP Paribas Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,2,Mayank Prakash,2.8,5.6,4.4,4.5,4.18,0.32,0.43,0.69,0.9,2.22,2.0270270270270268,17.0,Small (<500 Cr),300,5000,25.89,72.08857919724906,750,801,736,False
109,Baroda BNP Paribas Credit Risk Fund,Baroda BNP Paribas Mutual Fund,Debt,Credit Risk Funds,4,⭐ High Return / Low Risk,1,5,Prashant Pimple,5.7,10.9,7.6,8.375,7.595,0.78,1.06,1.72,-3.29,5.8,1.4439655172413794,179.0,Small (<500 Cr),500,5000,32.81,70.8621102480473,588,494,543,False
110,Baroda BNP Paribas Dynamic Bond Fund,Baroda BNP Paribas Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,2,Mayank Prakash,5.2,5.7,6.6,6.005,5.295,0.71,0.49,0.91,1.36,2.65,2.2660377358490567,115.0,Small (<500 Cr),300,1000,23.71,72.783873142503,771,680,716,False
111,Baroda BNP Paribas ELSS Fund,Baroda BNP Paribas Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Sanjay Chawla,-2.4,20.4,10.5,11.384999999999998,10.264999999999995,1.12,1.29,-0.94,0.83,14.42,0.7895284327323161,651.0,Mid (500–5K Cr),500,500,31.09,62.06048561660442,630,397,396,False
112,Baroda BNP Paribas Equity Savings Fund,Baroda BNP Paribas Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,⭐ High Return / Low Risk,1,3,Pratish Krishnan,3.7,9.8,8.9,8.175,6.7250000000000005,1.45,1.12,0.25,0.73,4.91,1.664969450101833,250.0,Small (<500 Cr),500,5000,24.38,70.20041132929214,764,502,514,False
113,Baroda BNP Paribas Focused Fund,Baroda BNP Paribas Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,3,Sanjay Chawla,0.5,23.1,9.9,12.64,11.97,0.67,1.27,-1.21,0.85,14.73,0.858112695179905,299.0,Small (<500 Cr),300,5000,46.56,62.14021304862604,274,339,442,False
114,Baroda BNP Paribas Gilt Fund,Baroda BNP Paribas Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,2,Mayank Prakash,3.7,4.9,6.8,5.515000000000001,5.375000000000001,0.14,0.28,0.07,0.66,2.89,1.908304498269896,138.0,Small (<500 Cr),500,5000,26.94,71.93021648593698,737,727,761,False
115,Baroda BNP Paribas India Consumption Fund,Baroda BNP Paribas Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Shiv Chanani,5.2,23.3,8.9,13.2,12.39,0.81,1.38,2.41,0.71,13.62,0.9691629955947136,880.0,Mid (500–5K Cr),300,5000,48.17,63.9307322689664,251,300,331,False
116,Baroda BNP Paribas Large Cap Fund,Baroda BNP Paribas Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Jitendra Sriram,3.0,23.5,12.8,14.585,13.645,0.94,1.32,-0.18,0.86,14.57,1.0010295126973232,1347.0,Mid (500–5K Cr),300,5000,46.58,63.24004087673249,272,236,371,False
117,Baroda BNP Paribas Liquid Fund,Baroda BNP Paribas Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,5,Vikram Pamnani,5.7,4.4,5.4,5.11,4.92,0.19,0.93,1.32,0.72,0.38,13.447368421052632,6686.0,Large (5K–20K Cr),500,5000,33.68,72.81264710240735,557,762,611,False
118,Baroda BNP Paribas Low Duration Fund,Baroda BNP Paribas Mutual Fund,Debt,Low Duration Funds,3,⭐ High Return / Low Risk,1,3,Mayank Prakash,5.0,6.0,6.5,6.025,5.635000000000001,0.39,1.51,3.17,1.28,0.96,6.276041666666667,175.0,Small (<500 Cr),300,5000,36.3,72.72957041513679,469,678,221,False
119,Baroda BNP Paribas Medium Duration Fund,Baroda BNP Paribas Mutual Fund,Debt,Medium Duration Funds,3,⭐ High Return / Low Risk,1,2,Mayank Prakash,3.9,5.0,3.5,4.105,3.4150000000000005,0.69,0.32,0.42,1.16,2.34,1.7542735042735045,37.0,Small (<500 Cr),300,5000,20.18,72.71658768444736,794,805,759,False
120,Baroda BNP Paribas Mid Cap Fund,Baroda BNP Paribas Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Shiv Chanani,2.4,30.6,13.6,17.31,16.72,0.59,1.67,1.31,0.86,15.92,1.0873115577889447,1192.0,Mid (500–5K Cr),300,5000,61.01,59.2942720291453,89,126,137,False
121,Baroda BNP Paribas Money Market Fund,Baroda BNP Paribas Mutual Fund,Debt,Money Market Funds,2,⭐ High Return / Low Risk,1,2,Vikram Pamnani,5.0,4.1,8.9,6.44,6.239999999999999,0.2,0.38,1.72,1.15,0.46,13.999999999999998,111.0,Small (<500 Cr),500,5000,31.26,70.94186286652814,628,626,749,False
122,Baroda BNP Paribas Multi Cap Fund,Baroda BNP Paribas Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,2,Sanjay Chawla,-1.7,28.8,12.3,15.275,14.175,1.1,1.44,2.11,0.9,16.27,0.9388444990780578,1628.0,Mid (500–5K Cr),500,5000,40.93,58.22626607842295,367,197,272,False
123,Baroda BNP Paribas Overnight Fund,Baroda BNP Paribas Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,3,Vikram Pamnani,5.4,3.9,8.9,6.45,6.37,0.08,0.05,0.62,0.45,0.34,18.97058823529412,423.0,Small (<500 Cr),500,5000,31.05,70.92753231123932,632,610,783,False
124,Baroda BNP Paribas Short Duration Fund,Baroda BNP Paribas Mutual Fund,Debt,Short Duration Funds,3,⭐ High Return / Low Risk,1,3,Prashant Pimple,4.2,5.7,6.7,5.85,5.48,0.37,0.88,3.6,1.55,1.75,3.3428571428571425,235.0,Small (<500 Cr),500,5000,31.37,72.23502729175097,625,695,633,False
125,Baroda BNP Paribas Ultra Short Duration Fund,Baroda BNP Paribas Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Vikram Pamnani,5.7,5.1,8.9,6.93,6.71,0.22,1.77,2.59,1.24,0.53,13.075471698113208,560.0,Mid (500–5K Cr),500,5000,41.6,71.45045923815681,351,556,98,False
126,BHARAT Bond FOF – April 2025 – Direct Growth,Edelweiss Mutual Fund,Other,FoFs Domestic,2,📈 High Return / Moderate Risk,0,2,Dhawal Dalal,2.6,18.5,8.9,11.0,10.94,0.06,1.29,1.855,0.86,12.3,0.8943089430894309,3912.0,Mid (500–5K Cr),500,1000,49.89,65.48646098252837,218,419,396,False
127,Canara Robeco Bluechip Equity Fund,Canara Robeco Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Shridatta Bhandwaldar,1.7,24.3,14.4,15.325,14.845,0.48,1.35,0.16,0.89,14.97,1.0237140948563794,8672.0,Large (5K–20K Cr),1000,5000,53.16,62.16446136016812,179,196,353,False
128,Canara Robeco Conservative Hybrid Fund,Canara Robeco Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,⭐ High Return / Low Risk,1,5,Avnish Jain,3.8,11.4,9.4,8.98,8.41,0.57,1.74,2.59,0.6,3.98,2.256281407035176,1069.0,Mid (500–5K Cr),1000,5000,41.13,69.55378991024432,360,485,113,False
129,Canara Robeco Consumer Trends Fund,Canara Robeco Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Shridatta Bhandwaldar,7.1,26.7,15.1,17.56,16.56,1.0,1.48,4.63,0.74,14.66,1.1978171896316507,935.0,Mid (500–5K Cr),1000,5000,54.34,63.63838503515883,163,121,241,False
130,Canara Robeco Corporate Bond Fund,Canara Robeco Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,3,Avnish Jain,4.0,6.0,6.7,5.914999999999999,5.525,0.39,0.85,1.33,0.77,1.81,3.267955801104972,191.0,Small (<500 Cr),1000,5000,30.15,72.09214306049718,658,685,643,False
131,Canara Robeco Dynamic Bond Fund,Canara Robeco Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,3,Kunal Jain,4.7,5.3,6.6,5.765,5.105,0.66,0.47,0.74,1.02,2.17,2.6566820276497696,116.0,Small (<500 Cr),1000,5000,23.63,72.52207954534053,773,708,722,False
132,Canara Robeco Emerging Equities – Direct Growth,Canara Robeco Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,3,Shridatta Bhandwaldar,-0.2,27.0,12.6,15.08,14.48,0.6,1.47,2.48,0.89,15.69,0.9611217335882728,15261.0,Large (5K–20K Cr),1000,5000,44.36,59.88549215397815,308,208,248,False
133,Canara Robeco Equity Hybrid Fund,Canara Robeco Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Shridatta Bhandwaldar,1.8,20.1,12.2,12.885000000000002,12.255,0.63,1.4,1.49,0.78,11.27,1.143300798580302,8235.0,Large (5K–20K Cr),1000,5000,47.27,64.31491631927804,264,327,304,False
134,Canara Robeco Equity Tax Saver Fund,Canara Robeco Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Vishal Mishra,1.2,27.7,15.5,16.91,16.27,0.64,1.51,2.7,0.87,15.37,1.100195185426155,4685.0,Mid (500–5K Cr),500,500,57.61,60.22947235618183,116,140,221,False
135,Canara Robeco Flexi Cap Fund,Canara Robeco Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,4,Shridatta Bhandwaldar,-0.9,24.8,13.8,14.71,14.16,0.55,1.39,0.32,0.87,14.9,0.987248322147651,8630.0,Large (5K–20K Cr),1000,5000,42.02,60.59901903861197,345,227,318,False
136,Canara Robeco Gilt Fund,Canara Robeco Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,3,Kunal Jain,4.3,5.1,7.0,5.795,5.255,0.54,0.43,0.47,0.55,2.52,2.2996031746031744,80.0,Small (<500 Cr),1000,5000,24.32,72.10649009344844,765,704,736,False
137,Canara Robeco Income Fund,Canara Robeco Mutual Fund,Debt,Medium to Long Duration Funds,3,⭐ High Return / Low Risk,1,3,Avnish Jain,3.9,5.8,7.0,5.959999999999999,5.209999999999999,0.75,0.45,0.87,1.32,2.74,2.175182481751824,125.0,Small (<500 Cr),1000,5000,23.0,71.93021648593698,777,683,729,False
138,Canara Robeco Infrastructure – Direct Growth,Canara Robeco Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Shridatta Bhandwaldar,13.7,34.9,12.2,20.445,19.125,1.32,1.8,10.9,0.59,16.53,1.2368421052631575,247.0,Small (<500 Cr),1000,5000,64.52,60.798320887079896,60,47,87,False
139,Canara Robeco Liquid Fund,Canara Robeco Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,2,Kunal Jain,5.6,4.1,5.1,4.85,4.739999999999999,0.11,0.47,1.07,0.66,0.39,12.435897435897434,2548.0,Mid (500–5K Cr),1000,5000,30.64,72.72957041513679,645,791,722,False
140,Canara Robeco Overnight Fund,Canara Robeco Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,2,Suman Prasad,5.3,3.9,8.9,6.43,6.33,0.1,0.0,0.61,0.45,0.34,18.91176470588235,216.0,Small (<500 Cr),0,5000,30.46,70.91392741467568,652,627,793,False
141,Canara Robeco Savings Fund,Canara Robeco Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,2,Kunal Jain,5.0,5.2,5.9,5.475,5.165,0.31,1.12,2.64,1.33,0.77,7.11038961038961,1003.0,Mid (500–5K Cr),1000,5000,33.47,73.0207514683375,564,730,514,False
142,Canara Robeco Short Duration Fund,Canara Robeco Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Suman Prasad,4.1,5.9,6.5,5.8100000000000005,5.340000000000001,0.47,0.87,3.98,1.95,1.59,3.6540880503144657,520.0,Mid (500–5K Cr),1000,5000,30.59,72.24433343128308,646,702,640,False
143,Canara Robeco Small Cap Fund,Canara Robeco Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Shridatta Bhandwaldar,-0.6,51.8,8.9,22.015,21.545,0.47,2.17,12.23,0.79,17.75,1.2402816901408449,4831.0,Mid (500–5K Cr),1000,5000,68.66,45.57553703390502,45,23,9,True
144,Canara Robeco Ultra Short Term Fund,Canara Robeco Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,2,Suman Prasad,5.2,4.5,5.3,5.0,4.6,0.4,0.84,1.82,1.04,0.51,9.803921568627452,565.0,Mid (500–5K Cr),500,500,30.04,73.0574431366087,660,786,647,False
145,DSP Arbitrage Fund,DSP Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,3,Kedar Karnik,5.6,4.6,5.4,5.16,4.8100000000000005,0.35,0.82,1.45,0.64,0.72,7.166666666666667,1238.0,Mid (500–5K Cr),500,500,29.78,72.96418276874984,673,760,653,False
146,DSP Banking & Psu Debt Fund,DSP Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,3,Vikram Chopra,4.0,6.4,6.9,6.1450000000000005,5.815,0.33,0.84,4.78,2.4,1.87,3.286096256684492,2463.0,Mid (500–5K Cr),500,500,32.85,71.94306423706496,586,668,647,False
147,DSP Bond Fund,DSP Mutual Fund,Debt,Medium Duration Funds,3,⭐ High Return / Low Risk,1,3,Vivek Ramakrishnan,3.8,6.1,4.9,5.1,4.71,0.39,0.62,1.17,1.02,2.36,2.1610169491525424,333.0,Small (<500 Cr),500,500,27.57,72.34297076918027,729,764,698,False
148,DSP Corporate Bond Fund,DSP Mutual Fund,Debt,Corporate Bond Mutual Funds,3,⭐ High Return / Low Risk,1,2,Vivek Ramakrishnan,2.6,5.6,8.9,6.484999999999999,6.234999999999999,0.25,0.45,0.76,0.73,2.16,3.0023148148148144,2065.0,Mid (500–5K Cr),500,500,28.9,70.34214277964502,695,603,729,False
149,DSP Credit Risk Fund,DSP Mutual Fund,Debt,Credit Risk Funds,4,⭐ High Return / Low Risk,1,3,Laukik Bagwe,10.8,6.6,4.5,6.494999999999999,6.114999999999999,0.38,0.58,2.84,0.26,4.32,1.503472222222222,210.0,Small (<500 Cr),500,500,29.66,70.28553004449367,675,602,703,False
150,DSP Dynamic Asset Allocation Fund,DSP Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5,⭐ High Return / Low Risk,1,3,Atul Bhole,1.7,12.2,8.3,8.344999999999999,7.634999999999999,0.71,1.03,-0.92,0.53,8.62,0.9680974477958236,3770.0,Mid (500–5K Cr),500,500,32.91,68.18579122707652,584,495,553,False
151,DSP Equity & Bond Fund,DSP Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Atul Bhole,0.6,18.7,10.7,11.48,10.7,0.78,1.25,0.51,0.83,12.7,0.9039370078740157,7358.0,Large (5K–20K Cr),500,500,41.83,64.42305188868276,347,393,462,False
152,DSP Equity Opportunities Fund,DSP Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,3,Rohit Singhania,3.2,31.6,11.7,16.965,16.055,0.91,1.4,1.89,0.93,16.6,1.0219879518072288,7110.0,Large (5K–20K Cr),500,500,56.43,58.91698232168027,127,137,304,False
